date,day,day_suffix,day_of_week,day_of_year,week_of_year,week_of_month,month,month_name,quarter,quarter_name,year
19200919,19,Sun,0,19,37,7,09,September,3,Q3,1920
19200920,20,Mon,1,20,38,7,09,September,3,Q3,1920
19200921,21,Tue,2,21,38,7,09,September,3,Q3,1920
19200922,22,Wed,3,22,38,8,09,September,3,Q3,1920
19200923,23,Thu,4,23,38,8,09,September,3,Q3,1920
19200924,24,Fri,5,24,38,8,09,September,3,Q3,1920
19200925,25,Sat,6,25,38,9,09,September,3,Q3,1920
19200926,26,Sun,0,26,38,9,09,September,3,Q3,1920
19200927,27,Mon,1,27,39,9,09,September,3,Q3,1920
19200928,28,Tue,2,28,39,10,09,September,3,Q3,1920
19200929,29,Wed,3,29,39,10,09,September,3,Q3,1920
19200930,30,Thu,4,30,39,10,09,September,3,Q3,1920
19201001,01,Fri,5,1,39,1,10,October,4,Q4,1920
19201002,02,Sat,6,2,39,1,10,October,4,Q4,1920
19201003,03,Sun,0,3,39,1,10,October,4,Q4,1920
19201004,04,Mon,1,4,40,2,10,October,4,Q4,1920
19201005,05,Tue,2,5,40,2,10,October,4,Q4,1920
19201006,06,Wed,3,6,40,2,10,October,4,Q4,1920
19201007,07,Thu,4,7,40,3,10,October,4,Q4,1920
19201008,08,Fri,5,8,40,3,10,October,4,Q4,1920
19201009,09,Sat,6,9,40,3,10,October,4,Q4,1920
19201010,10,Sun,0,10,40,4,10,October,4,Q4,1920
19201011,11,Mon,1,11,41,4,10,October,4,Q4,1920
19201012,12,Tue,2,12,41,4,10,October,4,Q4,1920
19201013,13,Wed,3,13,41,5,10,October,4,Q4,1920
19201014,14,Thu,4,14,41,5,10,October,4,Q4,1920
19201015,15,Fri,5,15,41,5,10,October,4,Q4,1920
19201016,16,Sat,6,16,41,6,10,October,4,Q4,1920
19201017,17,Sun,0,17,41,6,10,October,4,Q4,1920
19201018,18,Mon,1,18,42,6,10,October,4,Q4,1920
19201019,19,Tue,2,19,42,7,10,October,4,Q4,1920
19201020,20,Wed,3,20,42,7,10,October,4,Q4,1920
19201021,21,Thu,4,21,42,7,10,October,4,Q4,1920
19201022,22,Fri,5,22,42,8,10,October,4,Q4,1920
19201023,23,Sat,6,23,42,8,10,October,4,Q4,1920
19201024,24,Sun,0,24,42,8,10,October,4,Q4,1920
19201025,25,Mon,1,25,43,9,10,October,4,Q4,1920
19201026,26,Tue,2,26,43,9,10,October,4,Q4,1920
19201027,27,Wed,3,27,43,9,10,October,4,Q4,1920
19201028,28,Thu,4,28,43,10,10,October,4,Q4,1920
19201029,29,Fri,5,29,43,10,10,October,4,Q4,1920
19201030,30,Sat,6,30,43,10,10,October,4,Q4,1920
19201031,31,Sun,0,31,43,11,10,October,4,Q4,1920
19201101,01,Mon,1,1,44,1,11,November,4,Q4,1920
19201102,02,Tue,2,2,44,1,11,November,4,Q4,1920
19201103,03,Wed,3,3,44,1,11,November,4,Q4,1920
19201104,04,Thu,4,4,44,2,11,November,4,Q4,1920
19201105,05,Fri,5,5,44,2,11,November,4,Q4,1920
19201106,06,Sat,6,6,44,2,11,November,4,Q4,1920
19201107,07,Sun,0,7,44,3,11,November,4,Q4,1920
19201108,08,Mon,1,8,45,3,11,November,4,Q4,1920
19201109,09,Tue,2,9,45,3,11,November,4,Q4,1920
19201110,10,Wed,3,10,45,4,11,November,4,Q4,1920
19201111,11,Thu,4,11,45,4,11,November,4,Q4,1920
19201112,12,Fri,5,12,45,4,11,November,4,Q4,1920
19201113,13,Sat,6,13,45,5,11,November,4,Q4,1920
19201114,14,Sun,0,14,45,5,11,November,4,Q4,1920
19201115,15,Mon,1,15,46,5,11,November,4,Q4,1920
19201116,16,Tue,2,16,46,6,11,November,4,Q4,1920
19201117,17,Wed,3,17,46,6,11,November,4,Q4,1920
19201118,18,Thu,4,18,46,6,11,November,4,Q4,1920
19201119,19,Fri,5,19,46,7,11,November,4,Q4,1920
19201120,20,Sat,6,20,46,7,11,November,4,Q4,1920
19201121,21,Sun,0,21,46,7,11,November,4,Q4,1920
19201122,22,Mon,1,22,47,8,11,November,4,Q4,1920
19201123,23,Tue,2,23,47,8,11,November,4,Q4,1920
19201124,24,Wed,3,24,47,8,11,November,4,Q4,1920
19201125,25,Thu,4,25,47,9,11,November,4,Q4,1920
19201126,26,Fri,5,26,47,9,11,November,4,Q4,1920
19201127,27,Sat,6,27,47,9,11,November,4,Q4,1920
19201128,28,Sun,0,28,47,10,11,November,4,Q4,1920
19201129,29,Mon,1,29,48,10,11,November,4,Q4,1920
19201130,30,Tue,2,30,48,10,11,November,4,Q4,1920
19201201,01,Wed,3,1,48,1,12,December,4,Q4,1920
19201202,02,Thu,4,2,48,1,12,December,4,Q4,1920
19201203,03,Fri,5,3,48,1,12,December,4,Q4,1920
19201204,04,Sat,6,4,48,2,12,December,4,Q4,1920
19201205,05,Sun,0,5,48,2,12,December,4,Q4,1920
19201206,06,Mon,1,6,49,2,12,December,4,Q4,1920
19201207,07,Tue,2,7,49,3,12,December,4,Q4,1920
19201208,08,Wed,3,8,49,3,12,December,4,Q4,1920
19201209,09,Thu,4,9,49,3,12,December,4,Q4,1920
19201210,10,Fri,5,10,49,4,12,December,4,Q4,1920
19201211,11,Sat,6,11,49,4,12,December,4,Q4,1920
19201212,12,Sun,0,12,49,4,12,December,4,Q4,1920
19201213,13,Mon,1,13,50,5,12,December,4,Q4,1920
19201214,14,Tue,2,14,50,5,12,December,4,Q4,1920
19201215,15,Wed,3,15,50,5,12,December,4,Q4,1920
19201216,16,Thu,4,16,50,6,12,December,4,Q4,1920
19201217,17,Fri,5,17,50,6,12,December,4,Q4,1920
19201218,18,Sat,6,18,50,6,12,December,4,Q4,1920
19201219,19,Sun,0,19,50,7,12,December,4,Q4,1920
19201220,20,Mon,1,20,51,7,12,December,4,Q4,1920
19201221,21,Tue,2,21,51,7,12,December,4,Q4,1920
19201222,22,Wed,3,22,51,8,12,December,4,Q4,1920
19201223,23,Thu,4,23,51,8,12,December,4,Q4,1920
19201224,24,Fri,5,24,51,8,12,December,4,Q4,1920
19201225,25,Sat,6,25,51,9,12,December,4,Q4,1920
19201226,26,Sun,0,26,51,9,12,December,4,Q4,1920
19201227,27,Mon,1,27,52,9,12,December,4,Q4,1920
19201228,28,Tue,2,28,52,10,12,December,4,Q4,1920
19201229,29,Wed,3,29,52,10,12,December,4,Q4,1920
19201230,30,Thu,4,30,52,10,12,December,4,Q4,1920
19201231,31,Fri,5,31,52,11,12,December,4,Q4,1920
19210101,01,Sat,6,1,0,1,01,January,1,Q1,1921
19210102,02,Sun,0,2,0,1,01,January,1,Q1,1921
19210103,03,Mon,1,3,1,1,01,January,1,Q1,1921
19210104,04,Tue,2,4,1,2,01,January,1,Q1,1921
19210105,05,Wed,3,5,1,2,01,January,1,Q1,1921
19210106,06,Thu,4,6,1,2,01,January,1,Q1,1921
19210107,07,Fri,5,7,1,3,01,January,1,Q1,1921
19210108,08,Sat,6,8,1,3,01,January,1,Q1,1921
19210109,09,Sun,0,9,1,3,01,January,1,Q1,1921
19210110,10,Mon,1,10,2,4,01,January,1,Q1,1921
19210111,11,Tue,2,11,2,4,01,January,1,Q1,1921
19210112,12,Wed,3,12,2,4,01,January,1,Q1,1921
19210113,13,Thu,4,13,2,5,01,January,1,Q1,1921
19210114,14,Fri,5,14,2,5,01,January,1,Q1,1921
19210115,15,Sat,6,15,2,5,01,January,1,Q1,1921
19210116,16,Sun,0,16,2,6,01,January,1,Q1,1921
19210117,17,Mon,1,17,3,6,01,January,1,Q1,1921
19210118,18,Tue,2,18,3,6,01,January,1,Q1,1921
19210119,19,Wed,3,19,3,7,01,January,1,Q1,1921
19210120,20,Thu,4,20,3,7,01,January,1,Q1,1921
19210121,21,Fri,5,21,3,7,01,January,1,Q1,1921
19210122,22,Sat,6,22,3,8,01,January,1,Q1,1921
19210123,23,Sun,0,23,3,8,01,January,1,Q1,1921
19210124,24,Mon,1,24,4,8,01,January,1,Q1,1921
19210125,25,Tue,2,25,4,9,01,January,1,Q1,1921
19210126,26,Wed,3,26,4,9,01,January,1,Q1,1921
19210127,27,Thu,4,27,4,9,01,January,1,Q1,1921
19210128,28,Fri,5,28,4,10,01,January,1,Q1,1921
19210129,29,Sat,6,29,4,10,01,January,1,Q1,1921
19210130,30,Sun,0,30,4,10,01,January,1,Q1,1921
19210131,31,Mon,1,31,5,11,01,January,1,Q1,1921
19210201,01,Tue,2,1,5,1,02,February,1,Q1,1921
19210202,02,Wed,3,2,5,1,02,February,1,Q1,1921
19210203,03,Thu,4,3,5,1,02,February,1,Q1,1921
19210204,04,Fri,5,4,5,2,02,February,1,Q1,1921
19210205,05,Sat,6,5,5,2,02,February,1,Q1,1921
19210206,06,Sun,0,6,5,2,02,February,1,Q1,1921
19210207,07,Mon,1,7,6,3,02,February,1,Q1,1921
19210208,08,Tue,2,8,6,3,02,February,1,Q1,1921
19210209,09,Wed,3,9,6,3,02,February,1,Q1,1921
19210210,10,Thu,4,10,6,4,02,February,1,Q1,1921
19210211,11,Fri,5,11,6,4,02,February,1,Q1,1921
19210212,12,Sat,6,12,6,4,02,February,1,Q1,1921
19210213,13,Sun,0,13,6,5,02,February,1,Q1,1921
19210214,14,Mon,1,14,7,5,02,February,1,Q1,1921
19210215,15,Tue,2,15,7,5,02,February,1,Q1,1921
19210216,16,Wed,3,16,7,6,02,February,1,Q1,1921
19210217,17,Thu,4,17,7,6,02,February,1,Q1,1921
19210218,18,Fri,5,18,7,6,02,February,1,Q1,1921
19210219,19,Sat,6,19,7,7,02,February,1,Q1,1921
19210220,20,Sun,0,20,7,7,02,February,1,Q1,1921
19210221,21,Mon,1,21,8,7,02,February,1,Q1,1921
19210222,22,Tue,2,22,8,8,02,February,1,Q1,1921
19210223,23,Wed,3,23,8,8,02,February,1,Q1,1921
19210224,24,Thu,4,24,8,8,02,February,1,Q1,1921
19210225,25,Fri,5,25,8,9,02,February,1,Q1,1921
19210226,26,Sat,6,26,8,9,02,February,1,Q1,1921
19210227,27,Sun,0,27,8,9,02,February,1,Q1,1921
19210228,28,Mon,1,28,9,10,02,February,1,Q1,1921
19210301,01,Tue,2,1,9,1,03,March,1,Q1,1921
19210302,02,Wed,3,2,9,1,03,March,1,Q1,1921
19210303,03,Thu,4,3,9,1,03,March,1,Q1,1921
19210304,04,Fri,5,4,9,2,03,March,1,Q1,1921
19210305,05,Sat,6,5,9,2,03,March,1,Q1,1921
19210306,06,Sun,0,6,9,2,03,March,1,Q1,1921
19210307,07,Mon,1,7,10,3,03,March,1,Q1,1921
19210308,08,Tue,2,8,10,3,03,March,1,Q1,1921
19210309,09,Wed,3,9,10,3,03,March,1,Q1,1921
19210310,10,Thu,4,10,10,4,03,March,1,Q1,1921
19210311,11,Fri,5,11,10,4,03,March,1,Q1,1921
19210312,12,Sat,6,12,10,4,03,March,1,Q1,1921
19210313,13,Sun,0,13,10,5,03,March,1,Q1,1921
19210314,14,Mon,1,14,11,5,03,March,1,Q1,1921
19210315,15,Tue,2,15,11,5,03,March,1,Q1,1921
19210316,16,Wed,3,16,11,6,03,March,1,Q1,1921
19210317,17,Thu,4,17,11,6,03,March,1,Q1,1921
19210318,18,Fri,5,18,11,6,03,March,1,Q1,1921
19210319,19,Sat,6,19,11,7,03,March,1,Q1,1921
19210320,20,Sun,0,20,11,7,03,March,1,Q1,1921
19210321,21,Mon,1,21,12,7,03,March,1,Q1,1921
19210322,22,Tue,2,22,12,8,03,March,1,Q1,1921
19210323,23,Wed,3,23,12,8,03,March,1,Q1,1921
19210324,24,Thu,4,24,12,8,03,March,1,Q1,1921
19210325,25,Fri,5,25,12,9,03,March,1,Q1,1921
19210326,26,Sat,6,26,12,9,03,March,1,Q1,1921
19210327,27,Sun,0,27,12,9,03,March,1,Q1,1921
19210328,28,Mon,1,28,13,10,03,March,1,Q1,1921
19210329,29,Tue,2,29,13,10,03,March,1,Q1,1921
19210330,30,Wed,3,30,13,10,03,March,1,Q1,1921
19210331,31,Thu,4,31,13,11,03,March,1,Q1,1921
19210401,01,Fri,5,1,13,1,04,April,2,Q2,1921
19210402,02,Sat,6,2,13,1,04,April,2,Q2,1921
19210403,03,Sun,0,3,13,1,04,April,2,Q2,1921
19210404,04,Mon,1,4,14,2,04,April,2,Q2,1921
19210405,05,Tue,2,5,14,2,04,April,2,Q2,1921
19210406,06,Wed,3,6,14,2,04,April,2,Q2,1921
19210407,07,Thu,4,7,14,3,04,April,2,Q2,1921
19210408,08,Fri,5,8,14,3,04,April,2,Q2,1921
19210409,09,Sat,6,9,14,3,04,April,2,Q2,1921
19210410,10,Sun,0,10,14,4,04,April,2,Q2,1921
19210411,11,Mon,1,11,15,4,04,April,2,Q2,1921
19210412,12,Tue,2,12,15,4,04,April,2,Q2,1921
19210413,13,Wed,3,13,15,5,04,April,2,Q2,1921
19210414,14,Thu,4,14,15,5,04,April,2,Q2,1921
19210415,15,Fri,5,15,15,5,04,April,2,Q2,1921
19210416,16,Sat,6,16,15,6,04,April,2,Q2,1921
19210417,17,Sun,0,17,15,6,04,April,2,Q2,1921
19210418,18,Mon,1,18,16,6,04,April,2,Q2,1921
19210419,19,Tue,2,19,16,7,04,April,2,Q2,1921
19210420,20,Wed,3,20,16,7,04,April,2,Q2,1921
19210421,21,Thu,4,21,16,7,04,April,2,Q2,1921
19210422,22,Fri,5,22,16,8,04,April,2,Q2,1921
19210423,23,Sat,6,23,16,8,04,April,2,Q2,1921
19210424,24,Sun,0,24,16,8,04,April,2,Q2,1921
19210425,25,Mon,1,25,17,9,04,April,2,Q2,1921
19210426,26,Tue,2,26,17,9,04,April,2,Q2,1921
19210427,27,Wed,3,27,17,9,04,April,2,Q2,1921
19210428,28,Thu,4,28,17,10,04,April,2,Q2,1921
19210429,29,Fri,5,29,17,10,04,April,2,Q2,1921
19210430,30,Sat,6,30,17,10,04,April,2,Q2,1921
19210501,01,Sun,0,1,17,1,05,May,2,Q2,1921
19210502,02,Mon,1,2,18,1,05,May,2,Q2,1921
19210503,03,Tue,2,3,18,1,05,May,2,Q2,1921
19210504,04,Wed,3,4,18,2,05,May,2,Q2,1921
19210505,05,Thu,4,5,18,2,05,May,2,Q2,1921
19210506,06,Fri,5,6,18,2,05,May,2,Q2,1921
19210507,07,Sat,6,7,18,3,05,May,2,Q2,1921
19210508,08,Sun,0,8,18,3,05,May,2,Q2,1921
19210509,09,Mon,1,9,19,3,05,May,2,Q2,1921
19210510,10,Tue,2,10,19,4,05,May,2,Q2,1921
19210511,11,Wed,3,11,19,4,05,May,2,Q2,1921
19210512,12,Thu,4,12,19,4,05,May,2,Q2,1921
19210513,13,Fri,5,13,19,5,05,May,2,Q2,1921
19210514,14,Sat,6,14,19,5,05,May,2,Q2,1921
19210515,15,Sun,0,15,19,5,05,May,2,Q2,1921
19210516,16,Mon,1,16,20,6,05,May,2,Q2,1921
19210517,17,Tue,2,17,20,6,05,May,2,Q2,1921
19210518,18,Wed,3,18,20,6,05,May,2,Q2,1921
19210519,19,Thu,4,19,20,7,05,May,2,Q2,1921
19210520,20,Fri,5,20,20,7,05,May,2,Q2,1921
19210521,21,Sat,6,21,20,7,05,May,2,Q2,1921
19210522,22,Sun,0,22,20,8,05,May,2,Q2,1921
19210523,23,Mon,1,23,21,8,05,May,2,Q2,1921
19210524,24,Tue,2,24,21,8,05,May,2,Q2,1921
19210525,25,Wed,3,25,21,9,05,May,2,Q2,1921
19210526,26,Thu,4,26,21,9,05,May,2,Q2,1921
19210527,27,Fri,5,27,21,9,05,May,2,Q2,1921
19210528,28,Sat,6,28,21,10,05,May,2,Q2,1921
19210529,29,Sun,0,29,21,10,05,May,2,Q2,1921
19210530,30,Mon,1,30,22,10,05,May,2,Q2,1921
19210531,31,Tue,2,31,22,11,05,May,2,Q2,1921
19210601,01,Wed,3,1,22,1,06,June,2,Q2,1921
19210602,02,Thu,4,2,22,1,06,June,2,Q2,1921
19210603,03,Fri,5,3,22,1,06,June,2,Q2,1921
19210604,04,Sat,6,4,22,2,06,June,2,Q2,1921
19210605,05,Sun,0,5,22,2,06,June,2,Q2,1921
19210606,06,Mon,1,6,23,2,06,June,2,Q2,1921
19210607,07,Tue,2,7,23,3,06,June,2,Q2,1921
19210608,08,Wed,3,8,23,3,06,June,2,Q2,1921
19210609,09,Thu,4,9,23,3,06,June,2,Q2,1921
19210610,10,Fri,5,10,23,4,06,June,2,Q2,1921
19210611,11,Sat,6,11,23,4,06,June,2,Q2,1921
19210612,12,Sun,0,12,23,4,06,June,2,Q2,1921
19210613,13,Mon,1,13,24,5,06,June,2,Q2,1921
19210614,14,Tue,2,14,24,5,06,June,2,Q2,1921
19210615,15,Wed,3,15,24,5,06,June,2,Q2,1921
19210616,16,Thu,4,16,24,6,06,June,2,Q2,1921
19210617,17,Fri,5,17,24,6,06,June,2,Q2,1921
19210618,18,Sat,6,18,24,6,06,June,2,Q2,1921
19210619,19,Sun,0,19,24,7,06,June,2,Q2,1921
19210620,20,Mon,1,20,25,7,06,June,2,Q2,1921
19210621,21,Tue,2,21,25,7,06,June,2,Q2,1921
19210622,22,Wed,3,22,25,8,06,June,2,Q2,1921
19210623,23,Thu,4,23,25,8,06,June,2,Q2,1921
19210624,24,Fri,5,24,25,8,06,June,2,Q2,1921
19210625,25,Sat,6,25,25,9,06,June,2,Q2,1921
19210626,26,Sun,0,26,25,9,06,June,2,Q2,1921
19210627,27,Mon,1,27,26,9,06,June,2,Q2,1921
19210628,28,Tue,2,28,26,10,06,June,2,Q2,1921
19210629,29,Wed,3,29,26,10,06,June,2,Q2,1921
19210630,30,Thu,4,30,26,10,06,June,2,Q2,1921
19210701,01,Fri,5,1,26,1,07,July,3,Q3,1921
19210702,02,Sat,6,2,26,1,07,July,3,Q3,1921
19210703,03,Sun,0,3,26,1,07,July,3,Q3,1921
19210704,04,Mon,1,4,27,2,07,July,3,Q3,1921
19210705,05,Tue,2,5,27,2,07,July,3,Q3,1921
19210706,06,Wed,3,6,27,2,07,July,3,Q3,1921
19210707,07,Thu,4,7,27,3,07,July,3,Q3,1921
19210708,08,Fri,5,8,27,3,07,July,3,Q3,1921
19210709,09,Sat,6,9,27,3,07,July,3,Q3,1921
19210710,10,Sun,0,10,27,4,07,July,3,Q3,1921
19210711,11,Mon,1,11,28,4,07,July,3,Q3,1921
19210712,12,Tue,2,12,28,4,07,July,3,Q3,1921
19210713,13,Wed,3,13,28,5,07,July,3,Q3,1921
19210714,14,Thu,4,14,28,5,07,July,3,Q3,1921
19210715,15,Fri,5,15,28,5,07,July,3,Q3,1921
19210716,16,Sat,6,16,28,6,07,July,3,Q3,1921
19210717,17,Sun,0,17,28,6,07,July,3,Q3,1921
19210718,18,Mon,1,18,29,6,07,July,3,Q3,1921
19210719,19,Tue,2,19,29,7,07,July,3,Q3,1921
19210720,20,Wed,3,20,29,7,07,July,3,Q3,1921
19210721,21,Thu,4,21,29,7,07,July,3,Q3,1921
19210722,22,Fri,5,22,29,8,07,July,3,Q3,1921
19210723,23,Sat,6,23,29,8,07,July,3,Q3,1921
19210724,24,Sun,0,24,29,8,07,July,3,Q3,1921
19210725,25,Mon,1,25,30,9,07,July,3,Q3,1921
19210726,26,Tue,2,26,30,9,07,July,3,Q3,1921
19210727,27,Wed,3,27,30,9,07,July,3,Q3,1921
19210728,28,Thu,4,28,30,10,07,July,3,Q3,1921
19210729,29,Fri,5,29,30,10,07,July,3,Q3,1921
19210730,30,Sat,6,30,30,10,07,July,3,Q3,1921
19210731,31,Sun,0,31,30,11,07,July,3,Q3,1921
19210801,01,Mon,1,1,31,1,08,August,3,Q3,1921
19210802,02,Tue,2,2,31,1,08,August,3,Q3,1921
19210803,03,Wed,3,3,31,1,08,August,3,Q3,1921
19210804,04,Thu,4,4,31,2,08,August,3,Q3,1921
19210805,05,Fri,5,5,31,2,08,August,3,Q3,1921
19210806,06,Sat,6,6,31,2,08,August,3,Q3,1921
19210807,07,Sun,0,7,31,3,08,August,3,Q3,1921
19210808,08,Mon,1,8,32,3,08,August,3,Q3,1921
19210809,09,Tue,2,9,32,3,08,August,3,Q3,1921
19210810,10,Wed,3,10,32,4,08,August,3,Q3,1921
19210811,11,Thu,4,11,32,4,08,August,3,Q3,1921
19210812,12,Fri,5,12,32,4,08,August,3,Q3,1921
19210813,13,Sat,6,13,32,5,08,August,3,Q3,1921
19210814,14,Sun,0,14,32,5,08,August,3,Q3,1921
19210815,15,Mon,1,15,33,5,08,August,3,Q3,1921
19210816,16,Tue,2,16,33,6,08,August,3,Q3,1921
19210817,17,Wed,3,17,33,6,08,August,3,Q3,1921
19210818,18,Thu,4,18,33,6,08,August,3,Q3,1921
19210819,19,Fri,5,19,33,7,08,August,3,Q3,1921
19210820,20,Sat,6,20,33,7,08,August,3,Q3,1921
19210821,21,Sun,0,21,33,7,08,August,3,Q3,1921
19210822,22,Mon,1,22,34,8,08,August,3,Q3,1921
19210823,23,Tue,2,23,34,8,08,August,3,Q3,1921
19210824,24,Wed,3,24,34,8,08,August,3,Q3,1921
19210825,25,Thu,4,25,34,9,08,August,3,Q3,1921
19210826,26,Fri,5,26,34,9,08,August,3,Q3,1921
19210827,27,Sat,6,27,34,9,08,August,3,Q3,1921
19210828,28,Sun,0,28,34,10,08,August,3,Q3,1921
19210829,29,Mon,1,29,35,10,08,August,3,Q3,1921
19210830,30,Tue,2,30,35,10,08,August,3,Q3,1921
19210831,31,Wed,3,31,35,11,08,August,3,Q3,1921
19210901,01,Thu,4,1,35,1,09,September,3,Q3,1921
19210902,02,Fri,5,2,35,1,09,September,3,Q3,1921
19210903,03,Sat,6,3,35,1,09,September,3,Q3,1921
19210904,04,Sun,0,4,35,2,09,September,3,Q3,1921
19210905,05,Mon,1,5,36,2,09,September,3,Q3,1921
19210906,06,Tue,2,6,36,2,09,September,3,Q3,1921
19210907,07,Wed,3,7,36,3,09,September,3,Q3,1921
19210908,08,Thu,4,8,36,3,09,September,3,Q3,1921
19210909,09,Fri,5,9,36,3,09,September,3,Q3,1921
19210910,10,Sat,6,10,36,4,09,September,3,Q3,1921
19210911,11,Sun,0,11,36,4,09,September,3,Q3,1921
19210912,12,Mon,1,12,37,4,09,September,3,Q3,1921
19210913,13,Tue,2,13,37,5,09,September,3,Q3,1921
19210914,14,Wed,3,14,37,5,09,September,3,Q3,1921
19210915,15,Thu,4,15,37,5,09,September,3,Q3,1921
19210916,16,Fri,5,16,37,6,09,September,3,Q3,1921
19210917,17,Sat,6,17,37,6,09,September,3,Q3,1921
19210918,18,Sun,0,18,37,6,09,September,3,Q3,1921
19210919,19,Mon,1,19,38,7,09,September,3,Q3,1921
19210920,20,Tue,2,20,38,7,09,September,3,Q3,1921
19210921,21,Wed,3,21,38,7,09,September,3,Q3,1921
19210922,22,Thu,4,22,38,8,09,September,3,Q3,1921
19210923,23,Fri,5,23,38,8,09,September,3,Q3,1921
19210924,24,Sat,6,24,38,8,09,September,3,Q3,1921
19210925,25,Sun,0,25,38,9,09,September,3,Q3,1921
19210926,26,Mon,1,26,39,9,09,September,3,Q3,1921
19210927,27,Tue,2,27,39,9,09,September,3,Q3,1921
19210928,28,Wed,3,28,39,10,09,September,3,Q3,1921
19210929,29,Thu,4,29,39,10,09,September,3,Q3,1921
19210930,30,Fri,5,30,39,10,09,September,3,Q3,1921
19211001,01,Sat,6,1,39,1,10,October,4,Q4,1921
19211002,02,Sun,0,2,39,1,10,October,4,Q4,1921
19211003,03,Mon,1,3,40,1,10,October,4,Q4,1921
19211004,04,Tue,2,4,40,2,10,October,4,Q4,1921
19211005,05,Wed,3,5,40,2,10,October,4,Q4,1921
19211006,06,Thu,4,6,40,2,10,October,4,Q4,1921
19211007,07,Fri,5,7,40,3,10,October,4,Q4,1921
19211008,08,Sat,6,8,40,3,10,October,4,Q4,1921
19211009,09,Sun,0,9,40,3,10,October,4,Q4,1921
19211010,10,Mon,1,10,41,4,10,October,4,Q4,1921
19211011,11,Tue,2,11,41,4,10,October,4,Q4,1921
19211012,12,Wed,3,12,41,4,10,October,4,Q4,1921
19211013,13,Thu,4,13,41,5,10,October,4,Q4,1921
19211014,14,Fri,5,14,41,5,10,October,4,Q4,1921
19211015,15,Sat,6,15,41,5,10,October,4,Q4,1921
19211016,16,Sun,0,16,41,6,10,October,4,Q4,1921
19211017,17,Mon,1,17,42,6,10,October,4,Q4,1921
19211018,18,Tue,2,18,42,6,10,October,4,Q4,1921
19211019,19,Wed,3,19,42,7,10,October,4,Q4,1921
19211020,20,Thu,4,20,42,7,10,October,4,Q4,1921
19211021,21,Fri,5,21,42,7,10,October,4,Q4,1921
19211022,22,Sat,6,22,42,8,10,October,4,Q4,1921
19211023,23,Sun,0,23,42,8,10,October,4,Q4,1921
19211024,24,Mon,1,24,43,8,10,October,4,Q4,1921
19211025,25,Tue,2,25,43,9,10,October,4,Q4,1921
19211026,26,Wed,3,26,43,9,10,October,4,Q4,1921
19211027,27,Thu,4,27,43,9,10,October,4,Q4,1921
19211028,28,Fri,5,28,43,10,10,October,4,Q4,1921
19211029,29,Sat,6,29,43,10,10,October,4,Q4,1921
19211030,30,Sun,0,30,43,10,10,October,4,Q4,1921
19211031,31,Mon,1,31,44,11,10,October,4,Q4,1921
19211101,01,Tue,2,1,44,1,11,November,4,Q4,1921
19211102,02,Wed,3,2,44,1,11,November,4,Q4,1921
19211103,03,Thu,4,3,44,1,11,November,4,Q4,1921
19211104,04,Fri,5,4,44,2,11,November,4,Q4,1921
19211105,05,Sat,6,5,44,2,11,November,4,Q4,1921
19211106,06,Sun,0,6,44,2,11,November,4,Q4,1921
19211107,07,Mon,1,7,45,3,11,November,4,Q4,1921
19211108,08,Tue,2,8,45,3,11,November,4,Q4,1921
19211109,09,Wed,3,9,45,3,11,November,4,Q4,1921
19211110,10,Thu,4,10,45,4,11,November,4,Q4,1921
19211111,11,Fri,5,11,45,4,11,November,4,Q4,1921
19211112,12,Sat,6,12,45,4,11,November,4,Q4,1921
19211113,13,Sun,0,13,45,5,11,November,4,Q4,1921
19211114,14,Mon,1,14,46,5,11,November,4,Q4,1921
19211115,15,Tue,2,15,46,5,11,November,4,Q4,1921
19211116,16,Wed,3,16,46,6,11,November,4,Q4,1921
19211117,17,Thu,4,17,46,6,11,November,4,Q4,1921
19211118,18,Fri,5,18,46,6,11,November,4,Q4,1921
19211119,19,Sat,6,19,46,7,11,November,4,Q4,1921
19211120,20,Sun,0,20,46,7,11,November,4,Q4,1921
19211121,21,Mon,1,21,47,7,11,November,4,Q4,1921
19211122,22,Tue,2,22,47,8,11,November,4,Q4,1921
19211123,23,Wed,3,23,47,8,11,November,4,Q4,1921
19211124,24,Thu,4,24,47,8,11,November,4,Q4,1921
19211125,25,Fri,5,25,47,9,11,November,4,Q4,1921
19211126,26,Sat,6,26,47,9,11,November,4,Q4,1921
19211127,27,Sun,0,27,47,9,11,November,4,Q4,1921
19211128,28,Mon,1,28,48,10,11,November,4,Q4,1921
19211129,29,Tue,2,29,48,10,11,November,4,Q4,1921
19211130,30,Wed,3,30,48,10,11,November,4,Q4,1921
19211201,01,Thu,4,1,48,1,12,December,4,Q4,1921
19211202,02,Fri,5,2,48,1,12,December,4,Q4,1921
19211203,03,Sat,6,3,48,1,12,December,4,Q4,1921
19211204,04,Sun,0,4,48,2,12,December,4,Q4,1921
19211205,05,Mon,1,5,49,2,12,December,4,Q4,1921
19211206,06,Tue,2,6,49,2,12,December,4,Q4,1921
19211207,07,Wed,3,7,49,3,12,December,4,Q4,1921
19211208,08,Thu,4,8,49,3,12,December,4,Q4,1921
19211209,09,Fri,5,9,49,3,12,December,4,Q4,1921
19211210,10,Sat,6,10,49,4,12,December,4,Q4,1921
19211211,11,Sun,0,11,49,4,12,December,4,Q4,1921
