date,day,day_suffix,day_of_week,day_of_year,week_of_year,week_of_month,month,month_name,quarter,quarter_name,year
19600829,29,Mon,1,29,35,10,08,August,3,Q3,1960
19600830,30,Tue,2,30,35,10,08,August,3,Q3,1960
19600831,31,Wed,3,31,35,11,08,August,3,Q3,1960
19600901,01,Thu,4,1,35,1,09,September,3,Q3,1960
19600902,02,Fri,5,2,35,1,09,September,3,Q3,1960
19600903,03,Sat,6,3,35,1,09,September,3,Q3,1960
19600904,04,Sun,0,4,35,2,09,September,3,Q3,1960
19600905,05,Mon,1,5,36,2,09,September,3,Q3,1960
19600906,06,Tue,2,6,36,2,09,September,3,Q3,1960
19600907,07,Wed,3,7,36,3,09,September,3,Q3,1960
19600908,08,Thu,4,8,36,3,09,September,3,Q3,1960
19600909,09,Fri,5,9,36,3,09,September,3,Q3,1960
19600910,10,Sat,6,10,36,4,09,September,3,Q3,1960
19600911,11,Sun,0,11,36,4,09,September,3,Q3,1960
19600912,12,Mon,1,12,37,4,09,September,3,Q3,1960
19600913,13,Tue,2,13,37,5,09,September,3,Q3,1960
19600914,14,Wed,3,14,37,5,09,September,3,Q3,1960
19600915,15,Thu,4,15,37,5,09,September,3,Q3,1960
19600916,16,Fri,5,16,37,6,09,September,3,Q3,1960
19600917,17,Sat,6,17,37,6,09,September,3,Q3,1960
19600918,18,Sun,0,18,37,6,09,September,3,Q3,1960
19600919,19,Mon,1,19,38,7,09,September,3,Q3,1960
19600920,20,Tue,2,20,38,7,09,September,3,Q3,1960
19600921,21,Wed,3,21,38,7,09,September,3,Q3,1960
19600922,22,Thu,4,22,38,8,09,September,3,Q3,1960
19600923,23,Fri,5,23,38,8,09,September,3,Q3,1960
19600924,24,Sat,6,24,38,8,09,September,3,Q3,1960
19600925,25,Sun,0,25,38,9,09,September,3,Q3,1960
19600926,26,Mon,1,26,39,9,09,September,3,Q3,1960
19600927,27,Tue,2,27,39,9,09,September,3,Q3,1960
19600928,28,Wed,3,28,39,10,09,September,3,Q3,1960
19600929,29,Thu,4,29,39,10,09,September,3,Q3,1960
19600930,30,Fri,5,30,39,10,09,September,3,Q3,1960
19601001,01,Sat,6,1,39,1,10,October,4,Q4,1960
19601002,02,Sun,0,2,39,1,10,October,4,Q4,1960
19601003,03,Mon,1,3,40,1,10,October,4,Q4,1960
19601004,04,Tue,2,4,40,2,10,October,4,Q4,1960
19601005,05,Wed,3,5,40,2,10,October,4,Q4,1960
19601006,06,Thu,4,6,40,2,10,October,4,Q4,1960
19601007,07,Fri,5,7,40,3,10,October,4,Q4,1960
19601008,08,Sat,6,8,40,3,10,October,4,Q4,1960
19601009,09,Sun,0,9,40,3,10,October,4,Q4,1960
19601010,10,Mon,1,10,41,4,10,October,4,Q4,1960
19601011,11,Tue,2,11,41,4,10,October,4,Q4,1960
19601012,12,Wed,3,12,41,4,10,October,4,Q4,1960
19601013,13,Thu,4,13,41,5,10,October,4,Q4,1960
19601014,14,Fri,5,14,41,5,10,October,4,Q4,1960
19601015,15,Sat,6,15,41,5,10,October,4,Q4,1960
19601016,16,Sun,0,16,41,6,10,October,4,Q4,1960
19601017,17,Mon,1,17,42,6,10,October,4,Q4,1960
19601018,18,Tue,2,18,42,6,10,October,4,Q4,1960
19601019,19,Wed,3,19,42,7,10,October,4,Q4,1960
19601020,20,Thu,4,20,42,7,10,October,4,Q4,1960
19601021,21,Fri,5,21,42,7,10,October,4,Q4,1960
19601022,22,Sat,6,22,42,8,10,October,4,Q4,1960
19601023,23,Sun,0,23,42,8,10,October,4,Q4,1960
19601024,24,Mon,1,24,43,8,10,October,4,Q4,1960
19601025,25,Tue,2,25,43,9,10,October,4,Q4,1960
19601026,26,Wed,3,26,43,9,10,October,4,Q4,1960
19601027,27,Thu,4,27,43,9,10,October,4,Q4,1960
19601028,28,Fri,5,28,43,10,10,October,4,Q4,1960
19601029,29,Sat,6,29,43,10,10,October,4,Q4,1960
19601030,30,Sun,0,30,43,10,10,October,4,Q4,1960
19601031,31,Mon,1,31,44,11,10,October,4,Q4,1960
19601101,01,Tue,2,1,44,1,11,November,4,Q4,1960
19601102,02,Wed,3,2,44,1,11,November,4,Q4,1960
19601103,03,Thu,4,3,44,1,11,November,4,Q4,1960
19601104,04,Fri,5,4,44,2,11,November,4,Q4,1960
19601105,05,Sat,6,5,44,2,11,November,4,Q4,1960
19601106,06,Sun,0,6,44,2,11,November,4,Q4,1960
19601107,07,Mon,1,7,45,3,11,November,4,Q4,1960
19601108,08,Tue,2,8,45,3,11,November,4,Q4,1960
19601109,09,Wed,3,9,45,3,11,November,4,Q4,1960
19601110,10,Thu,4,10,45,4,11,November,4,Q4,1960
19601111,11,Fri,5,11,45,4,11,November,4,Q4,1960
19601112,12,Sat,6,12,45,4,11,November,4,Q4,1960
19601113,13,Sun,0,13,45,5,11,November,4,Q4,1960
19601114,14,Mon,1,14,46,5,11,November,4,Q4,1960
19601115,15,Tue,2,15,46,5,11,November,4,Q4,1960
19601116,16,Wed,3,16,46,6,11,November,4,Q4,1960
19601117,17,Thu,4,17,46,6,11,November,4,Q4,1960
19601118,18,Fri,5,18,46,6,11,November,4,Q4,1960
19601119,19,Sat,6,19,46,7,11,November,4,Q4,1960
19601120,20,Sun,0,20,46,7,11,November,4,Q4,1960
19601121,21,Mon,1,21,47,7,11,November,4,Q4,1960
19601122,22,Tue,2,22,47,8,11,November,4,Q4,1960
19601123,23,Wed,3,23,47,8,11,November,4,Q4,1960
19601124,24,Thu,4,24,47,8,11,November,4,Q4,1960
19601125,25,Fri,5,25,47,9,11,November,4,Q4,1960
19601126,26,Sat,6,26,47,9,11,November,4,Q4,1960
19601127,27,Sun,0,27,47,9,11,November,4,Q4,1960
19601128,28,Mon,1,28,48,10,11,November,4,Q4,1960
19601129,29,Tue,2,29,48,10,11,November,4,Q4,1960
19601130,30,Wed,3,30,48,10,11,November,4,Q4,1960
19601201,01,Thu,4,1,48,1,12,December,4,Q4,1960
19601202,02,Fri,5,2,48,1,12,December,4,Q4,1960
19601203,03,Sat,6,3,48,1,12,December,4,Q4,1960
19601204,04,Sun,0,4,48,2,12,December,4,Q4,1960
19601205,05,Mon,1,5,49,2,12,December,4,Q4,1960
19601206,06,Tue,2,6,49,2,12,December,4,Q4,1960
19601207,07,Wed,3,7,49,3,12,December,4,Q4,1960
19601208,08,Thu,4,8,49,3,12,December,4,Q4,1960
19601209,09,Fri,5,9,49,3,12,December,4,Q4,1960
19601210,10,Sat,6,10,49,4,12,December,4,Q4,1960
19601211,11,Sun,0,11,49,4,12,December,4,Q4,1960
19601212,12,Mon,1,12,50,4,12,December,4,Q4,1960
19601213,13,Tue,2,13,50,5,12,December,4,Q4,1960
19601214,14,Wed,3,14,50,5,12,December,4,Q4,1960
19601215,15,Thu,4,15,50,5,12,December,4,Q4,1960
19601216,16,Fri,5,16,50,6,12,December,4,Q4,1960
19601217,17,Sat,6,17,50,6,12,December,4,Q4,1960
19601218,18,Sun,0,18,50,6,12,December,4,Q4,1960
19601219,19,Mon,1,19,51,7,12,December,4,Q4,1960
19601220,20,Tue,2,20,51,7,12,December,4,Q4,1960
19601221,21,Wed,3,21,51,7,12,December,4,Q4,1960
19601222,22,Thu,4,22,51,8,12,December,4,Q4,1960
19601223,23,Fri,5,23,51,8,12,December,4,Q4,1960
19601224,24,Sat,6,24,51,8,12,December,4,Q4,1960
19601225,25,Sun,0,25,51,9,12,December,4,Q4,1960
19601226,26,Mon,1,26,52,9,12,December,4,Q4,1960
19601227,27,Tue,2,27,52,9,12,December,4,Q4,1960
19601228,28,Wed,3,28,52,10,12,December,4,Q4,1960
19601229,29,Thu,4,29,52,10,12,December,4,Q4,1960
19601230,30,Fri,5,30,52,10,12,December,4,Q4,1960
19601231,31,Sat,6,31,52,11,12,December,4,Q4,1960
19610101,01,Sun,0,1,0,1,01,January,1,Q1,1961
19610102,02,Mon,1,2,1,1,01,January,1,Q1,1961
19610103,03,Tue,2,3,1,1,01,January,1,Q1,1961
19610104,04,Wed,3,4,1,2,01,January,1,Q1,1961
19610105,05,Thu,4,5,1,2,01,January,1,Q1,1961
19610106,06,Fri,5,6,1,2,01,January,1,Q1,1961
19610107,07,Sat,6,7,1,3,01,January,1,Q1,1961
19610108,08,Sun,0,8,1,3,01,January,1,Q1,1961
19610109,09,Mon,1,9,2,3,01,January,1,Q1,1961
19610110,10,Tue,2,10,2,4,01,January,1,Q1,1961
19610111,11,Wed,3,11,2,4,01,January,1,Q1,1961
19610112,12,Thu,4,12,2,4,01,January,1,Q1,1961
19610113,13,Fri,5,13,2,5,01,January,1,Q1,1961
19610114,14,Sat,6,14,2,5,01,January,1,Q1,1961
19610115,15,Sun,0,15,2,5,01,January,1,Q1,1961
19610116,16,Mon,1,16,3,6,01,January,1,Q1,1961
19610117,17,Tue,2,17,3,6,01,January,1,Q1,1961
19610118,18,Wed,3,18,3,6,01,January,1,Q1,1961
19610119,19,Thu,4,19,3,7,01,January,1,Q1,1961
19610120,20,Fri,5,20,3,7,01,January,1,Q1,1961
19610121,21,Sat,6,21,3,7,01,January,1,Q1,1961
19610122,22,Sun,0,22,3,8,01,January,1,Q1,1961
19610123,23,Mon,1,23,4,8,01,January,1,Q1,1961
19610124,24,Tue,2,24,4,8,01,January,1,Q1,1961
19610125,25,Wed,3,25,4,9,01,January,1,Q1,1961
19610126,26,Thu,4,26,4,9,01,January,1,Q1,1961
19610127,27,Fri,5,27,4,9,01,January,1,Q1,1961
19610128,28,Sat,6,28,4,10,01,January,1,Q1,1961
19610129,29,Sun,0,29,4,10,01,January,1,Q1,1961
19610130,30,Mon,1,30,5,10,01,January,1,Q1,1961
19610131,31,Tue,2,31,5,11,01,January,1,Q1,1961
19610201,01,Wed,3,1,5,1,02,February,1,Q1,1961
19610202,02,Thu,4,2,5,1,02,February,1,Q1,1961
19610203,03,Fri,5,3,5,1,02,February,1,Q1,1961
19610204,04,Sat,6,4,5,2,02,February,1,Q1,1961
19610205,05,Sun,0,5,5,2,02,February,1,Q1,1961
19610206,06,Mon,1,6,6,2,02,February,1,Q1,1961
19610207,07,Tue,2,7,6,3,02,February,1,Q1,1961
19610208,08,Wed,3,8,6,3,02,February,1,Q1,1961
19610209,09,Thu,4,9,6,3,02,February,1,Q1,1961
19610210,10,Fri,5,10,6,4,02,February,1,Q1,1961
19610211,11,Sat,6,11,6,4,02,February,1,Q1,1961
19610212,12,Sun,0,12,6,4,02,February,1,Q1,1961
19610213,13,Mon,1,13,7,5,02,February,1,Q1,1961
19610214,14,Tue,2,14,7,5,02,February,1,Q1,1961
19610215,15,Wed,3,15,7,5,02,February,1,Q1,1961
19610216,16,Thu,4,16,7,6,02,February,1,Q1,1961
19610217,17,Fri,5,17,7,6,02,February,1,Q1,1961
19610218,18,Sat,6,18,7,6,02,February,1,Q1,1961
19610219,19,Sun,0,19,7,7,02,February,1,Q1,1961
19610220,20,Mon,1,20,8,7,02,February,1,Q1,1961
19610221,21,Tue,2,21,8,7,02,February,1,Q1,1961
19610222,22,Wed,3,22,8,8,02,February,1,Q1,1961
19610223,23,Thu,4,23,8,8,02,February,1,Q1,1961
19610224,24,Fri,5,24,8,8,02,February,1,Q1,1961
19610225,25,Sat,6,25,8,9,02,February,1,Q1,1961
19610226,26,Sun,0,26,8,9,02,February,1,Q1,1961
19610227,27,Mon,1,27,9,9,02,February,1,Q1,1961
19610228,28,Tue,2,28,9,10,02,February,1,Q1,1961
19610301,01,Wed,3,1,9,1,03,March,1,Q1,1961
19610302,02,Thu,4,2,9,1,03,March,1,Q1,1961
19610303,03,Fri,5,3,9,1,03,March,1,Q1,1961
19610304,04,Sat,6,4,9,2,03,March,1,Q1,1961
19610305,05,Sun,0,5,9,2,03,March,1,Q1,1961
19610306,06,Mon,1,6,10,2,03,March,1,Q1,1961
19610307,07,Tue,2,7,10,3,03,March,1,Q1,1961
19610308,08,Wed,3,8,10,3,03,March,1,Q1,1961
19610309,09,Thu,4,9,10,3,03,March,1,Q1,1961
19610310,10,Fri,5,10,10,4,03,March,1,Q1,1961
19610311,11,Sat,6,11,10,4,03,March,1,Q1,1961
19610312,12,Sun,0,12,10,4,03,March,1,Q1,1961
19610313,13,Mon,1,13,11,5,03,March,1,Q1,1961
19610314,14,Tue,2,14,11,5,03,March,1,Q1,1961
19610315,15,Wed,3,15,11,5,03,March,1,Q1,1961
19610316,16,Thu,4,16,11,6,03,March,1,Q1,1961
19610317,17,Fri,5,17,11,6,03,March,1,Q1,1961
19610318,18,Sat,6,18,11,6,03,March,1,Q1,1961
19610319,19,Sun,0,19,11,7,03,March,1,Q1,1961
19610320,20,Mon,1,20,12,7,03,March,1,Q1,1961
19610321,21,Tue,2,21,12,7,03,March,1,Q1,1961
19610322,22,Wed,3,22,12,8,03,March,1,Q1,1961
19610323,23,Thu,4,23,12,8,03,March,1,Q1,1961
19610324,24,Fri,5,24,12,8,03,March,1,Q1,1961
19610325,25,Sat,6,25,12,9,03,March,1,Q1,1961
19610326,26,Sun,0,26,12,9,03,March,1,Q1,1961
19610327,27,Mon,1,27,13,9,03,March,1,Q1,1961
19610328,28,Tue,2,28,13,10,03,March,1,Q1,1961
19610329,29,Wed,3,29,13,10,03,March,1,Q1,1961
19610330,30,Thu,4,30,13,10,03,March,1,Q1,1961
19610331,31,Fri,5,31,13,11,03,March,1,Q1,1961
19610401,01,Sat,6,1,13,1,04,April,2,Q2,1961
19610402,02,Sun,0,2,13,1,04,April,2,Q2,1961
19610403,03,Mon,1,3,14,1,04,April,2,Q2,1961
19610404,04,Tue,2,4,14,2,04,April,2,Q2,1961
19610405,05,Wed,3,5,14,2,04,April,2,Q2,1961
19610406,06,Thu,4,6,14,2,04,April,2,Q2,1961
19610407,07,Fri,5,7,14,3,04,April,2,Q2,1961
19610408,08,Sat,6,8,14,3,04,April,2,Q2,1961
19610409,09,Sun,0,9,14,3,04,April,2,Q2,1961
19610410,10,Mon,1,10,15,4,04,April,2,Q2,1961
19610411,11,Tue,2,11,15,4,04,April,2,Q2,1961
19610412,12,Wed,3,12,15,4,04,April,2,Q2,1961
19610413,13,Thu,4,13,15,5,04,April,2,Q2,1961
19610414,14,Fri,5,14,15,5,04,April,2,Q2,1961
19610415,15,Sat,6,15,15,5,04,April,2,Q2,1961
19610416,16,Sun,0,16,15,6,04,April,2,Q2,1961
19610417,17,Mon,1,17,16,6,04,April,2,Q2,1961
19610418,18,Tue,2,18,16,6,04,April,2,Q2,1961
19610419,19,Wed,3,19,16,7,04,April,2,Q2,1961
19610420,20,Thu,4,20,16,7,04,April,2,Q2,1961
19610421,21,Fri,5,21,16,7,04,April,2,Q2,1961
19610422,22,Sat,6,22,16,8,04,April,2,Q2,1961
19610423,23,Sun,0,23,16,8,04,April,2,Q2,1961
19610424,24,Mon,1,24,17,8,04,April,2,Q2,1961
19610425,25,Tue,2,25,17,9,04,April,2,Q2,1961
19610426,26,Wed,3,26,17,9,04,April,2,Q2,1961
19610427,27,Thu,4,27,17,9,04,April,2,Q2,1961
19610428,28,Fri,5,28,17,10,04,April,2,Q2,1961
19610429,29,Sat,6,29,17,10,04,April,2,Q2,1961
19610430,30,Sun,0,30,17,10,04,April,2,Q2,1961
19610501,01,Mon,1,1,18,1,05,May,2,Q2,1961
19610502,02,Tue,2,2,18,1,05,May,2,Q2,1961
19610503,03,Wed,3,3,18,1,05,May,2,Q2,1961
19610504,04,Thu,4,4,18,2,05,May,2,Q2,1961
19610505,05,Fri,5,5,18,2,05,May,2,Q2,1961
19610506,06,Sat,6,6,18,2,05,May,2,Q2,1961
19610507,07,Sun,0,7,18,3,05,May,2,Q2,1961
19610508,08,Mon,1,8,19,3,05,May,2,Q2,1961
19610509,09,Tue,2,9,19,3,05,May,2,Q2,1961
19610510,10,Wed,3,10,19,4,05,May,2,Q2,1961
19610511,11,Thu,4,11,19,4,05,May,2,Q2,1961
19610512,12,Fri,5,12,19,4,05,May,2,Q2,1961
19610513,13,Sat,6,13,19,5,05,May,2,Q2,1961
19610514,14,Sun,0,14,19,5,05,May,2,Q2,1961
19610515,15,Mon,1,15,20,5,05,May,2,Q2,1961
19610516,16,Tue,2,16,20,6,05,May,2,Q2,1961
19610517,17,Wed,3,17,20,6,05,May,2,Q2,1961
19610518,18,Thu,4,18,20,6,05,May,2,Q2,1961
19610519,19,Fri,5,19,20,7,05,May,2,Q2,1961
19610520,20,Sat,6,20,20,7,05,May,2,Q2,1961
19610521,21,Sun,0,21,20,7,05,May,2,Q2,1961
19610522,22,Mon,1,22,21,8,05,May,2,Q2,1961
19610523,23,Tue,2,23,21,8,05,May,2,Q2,1961
19610524,24,Wed,3,24,21,8,05,May,2,Q2,1961
19610525,25,Thu,4,25,21,9,05,May,2,Q2,1961
19610526,26,Fri,5,26,21,9,05,May,2,Q2,1961
19610527,27,Sat,6,27,21,9,05,May,2,Q2,1961
19610528,28,Sun,0,28,21,10,05,May,2,Q2,1961
19610529,29,Mon,1,29,22,10,05,May,2,Q2,1961
19610530,30,Tue,2,30,22,10,05,May,2,Q2,1961
19610531,31,Wed,3,31,22,11,05,May,2,Q2,1961
19610601,01,Thu,4,1,22,1,06,June,2,Q2,1961
19610602,02,Fri,5,2,22,1,06,June,2,Q2,1961
19610603,03,Sat,6,3,22,1,06,June,2,Q2,1961
19610604,04,Sun,0,4,22,2,06,June,2,Q2,1961
19610605,05,Mon,1,5,23,2,06,June,2,Q2,1961
19610606,06,Tue,2,6,23,2,06,June,2,Q2,1961
19610607,07,Wed,3,7,23,3,06,June,2,Q2,1961
19610608,08,Thu,4,8,23,3,06,June,2,Q2,1961
19610609,09,Fri,5,9,23,3,06,June,2,Q2,1961
19610610,10,Sat,6,10,23,4,06,June,2,Q2,1961
19610611,11,Sun,0,11,23,4,06,June,2,Q2,1961
19610612,12,Mon,1,12,24,4,06,June,2,Q2,1961
19610613,13,Tue,2,13,24,5,06,June,2,Q2,1961
19610614,14,Wed,3,14,24,5,06,June,2,Q2,1961
19610615,15,Thu,4,15,24,5,06,June,2,Q2,1961
19610616,16,Fri,5,16,24,6,06,June,2,Q2,1961
19610617,17,Sat,6,17,24,6,06,June,2,Q2,1961
19610618,18,Sun,0,18,24,6,06,June,2,Q2,1961
19610619,19,Mon,1,19,25,7,06,June,2,Q2,1961
19610620,20,Tue,2,20,25,7,06,June,2,Q2,1961
19610621,21,Wed,3,21,25,7,06,June,2,Q2,1961
19610622,22,Thu,4,22,25,8,06,June,2,Q2,1961
19610623,23,Fri,5,23,25,8,06,June,2,Q2,1961
19610624,24,Sat,6,24,25,8,06,June,2,Q2,1961
19610625,25,Sun,0,25,25,9,06,June,2,Q2,1961
19610626,26,Mon,1,26,26,9,06,June,2,Q2,1961
19610627,27,Tue,2,27,26,9,06,June,2,Q2,1961
19610628,28,Wed,3,28,26,10,06,June,2,Q2,1961
19610629,29,Thu,4,29,26,10,06,June,2,Q2,1961
19610630,30,Fri,5,30,26,10,06,June,2,Q2,1961
19610701,01,Sat,6,1,26,1,07,July,3,Q3,1961
19610702,02,Sun,0,2,26,1,07,July,3,Q3,1961
19610703,03,Mon,1,3,27,1,07,July,3,Q3,1961
19610704,04,Tue,2,4,27,2,07,July,3,Q3,1961
19610705,05,Wed,3,5,27,2,07,July,3,Q3,1961
19610706,06,Thu,4,6,27,2,07,July,3,Q3,1961
19610707,07,Fri,5,7,27,3,07,July,3,Q3,1961
19610708,08,Sat,6,8,27,3,07,July,3,Q3,1961
19610709,09,Sun,0,9,27,3,07,July,3,Q3,1961
19610710,10,Mon,1,10,28,4,07,July,3,Q3,1961
19610711,11,Tue,2,11,28,4,07,July,3,Q3,1961
19610712,12,Wed,3,12,28,4,07,July,3,Q3,1961
19610713,13,Thu,4,13,28,5,07,July,3,Q3,1961
19610714,14,Fri,5,14,28,5,07,July,3,Q3,1961
19610715,15,Sat,6,15,28,5,07,July,3,Q3,1961
19610716,16,Sun,0,16,28,6,07,July,3,Q3,1961
19610717,17,Mon,1,17,29,6,07,July,3,Q3,1961
19610718,18,Tue,2,18,29,6,07,July,3,Q3,1961
19610719,19,Wed,3,19,29,7,07,July,3,Q3,1961
19610720,20,Thu,4,20,29,7,07,July,3,Q3,1961
19610721,21,Fri,5,21,29,7,07,July,3,Q3,1961
19610722,22,Sat,6,22,29,8,07,July,3,Q3,1961
19610723,23,Sun,0,23,29,8,07,July,3,Q3,1961
19610724,24,Mon,1,24,30,8,07,July,3,Q3,1961
19610725,25,Tue,2,25,30,9,07,July,3,Q3,1961
19610726,26,Wed,3,26,30,9,07,July,3,Q3,1961
19610727,27,Thu,4,27,30,9,07,July,3,Q3,1961
19610728,28,Fri,5,28,30,10,07,July,3,Q3,1961
19610729,29,Sat,6,29,30,10,07,July,3,Q3,1961
19610730,30,Sun,0,30,30,10,07,July,3,Q3,1961
19610731,31,Mon,1,31,31,11,07,July,3,Q3,1961
19610801,01,Tue,2,1,31,1,08,August,3,Q3,1961
19610802,02,Wed,3,2,31,1,08,August,3,Q3,1961
19610803,03,Thu,4,3,31,1,08,August,3,Q3,1961
19610804,04,Fri,5,4,31,2,08,August,3,Q3,1961
19610805,05,Sat,6,5,31,2,08,August,3,Q3,1961
19610806,06,Sun,0,6,31,2,08,August,3,Q3,1961
19610807,07,Mon,1,7,32,3,08,August,3,Q3,1961
19610808,08,Tue,2,8,32,3,08,August,3,Q3,1961
19610809,09,Wed,3,9,32,3,08,August,3,Q3,1961
19610810,10,Thu,4,10,32,4,08,August,3,Q3,1961
19610811,11,Fri,5,11,32,4,08,August,3,Q3,1961
19610812,12,Sat,6,12,32,4,08,August,3,Q3,1961
19610813,13,Sun,0,13,32,5,08,August,3,Q3,1961
19610814,14,Mon,1,14,33,5,08,August,3,Q3,1961
19610815,15,Tue,2,15,33,5,08,August,3,Q3,1961
19610816,16,Wed,3,16,33,6,08,August,3,Q3,1961
19610817,17,Thu,4,17,33,6,08,August,3,Q3,1961
19610818,18,Fri,5,18,33,6,08,August,3,Q3,1961
19610819,19,Sat,6,19,33,7,08,August,3,Q3,1961
19610820,20,Sun,0,20,33,7,08,August,3,Q3,1961
19610821,21,Mon,1,21,34,7,08,August,3,Q3,1961
19610822,22,Tue,2,22,34,8,08,August,3,Q3,1961
19610823,23,Wed,3,23,34,8,08,August,3,Q3,1961
19610824,24,Thu,4,24,34,8,08,August,3,Q3,1961
19610825,25,Fri,5,25,34,9,08,August,3,Q3,1961
19610826,26,Sat,6,26,34,9,08,August,3,Q3,1961
19610827,27,Sun,0,27,34,9,08,August,3,Q3,1961
19610828,28,Mon,1,28,35,10,08,August,3,Q3,1961
19610829,29,Tue,2,29,35,10,08,August,3,Q3,1961
19610830,30,Wed,3,30,35,10,08,August,3,Q3,1961
19610831,31,Thu,4,31,35,11,08,August,3,Q3,1961
19610901,01,Fri,5,1,35,1,09,September,3,Q3,1961
19610902,02,Sat,6,2,35,1,09,September,3,Q3,1961
19610903,03,Sun,0,3,35,1,09,September,3,Q3,1961
19610904,04,Mon,1,4,36,2,09,September,3,Q3,1961
19610905,05,Tue,2,5,36,2,09,September,3,Q3,1961
19610906,06,Wed,3,6,36,2,09,September,3,Q3,1961
19610907,07,Thu,4,7,36,3,09,September,3,Q3,1961
19610908,08,Fri,5,8,36,3,09,September,3,Q3,1961
19610909,09,Sat,6,9,36,3,09,September,3,Q3,1961
19610910,10,Sun,0,10,36,4,09,September,3,Q3,1961
19610911,11,Mon,1,11,37,4,09,September,3,Q3,1961
19610912,12,Tue,2,12,37,4,09,September,3,Q3,1961
19610913,13,Wed,3,13,37,5,09,September,3,Q3,1961
19610914,14,Thu,4,14,37,5,09,September,3,Q3,1961
19610915,15,Fri,5,15,37,5,09,September,3,Q3,1961
19610916,16,Sat,6,16,37,6,09,September,3,Q3,1961
19610917,17,Sun,0,17,37,6,09,September,3,Q3,1961
19610918,18,Mon,1,18,38,6,09,September,3,Q3,1961
19610919,19,Tue,2,19,38,7,09,September,3,Q3,1961
19610920,20,Wed,3,20,38,7,09,September,3,Q3,1961
19610921,21,Thu,4,21,38,7,09,September,3,Q3,1961
19610922,22,Fri,5,22,38,8,09,September,3,Q3,1961
19610923,23,Sat,6,23,38,8,09,September,3,Q3,1961
19610924,24,Sun,0,24,38,8,09,September,3,Q3,1961
19610925,25,Mon,1,25,39,9,09,September,3,Q3,1961
19610926,26,Tue,2,26,39,9,09,September,3,Q3,1961
19610927,27,Wed,3,27,39,9,09,September,3,Q3,1961
19610928,28,Thu,4,28,39,10,09,September,3,Q3,1961
19610929,29,Fri,5,29,39,10,09,September,3,Q3,1961
19610930,30,Sat,6,30,39,10,09,September,3,Q3,1961
19611001,01,Sun,0,1,39,1,10,October,4,Q4,1961
19611002,02,Mon,1,2,40,1,10,October,4,Q4,1961
19611003,03,Tue,2,3,40,1,10,October,4,Q4,1961
19611004,04,Wed,3,4,40,2,10,October,4,Q4,1961
19611005,05,Thu,4,5,40,2,10,October,4,Q4,1961
19611006,06,Fri,5,6,40,2,10,October,4,Q4,1961
19611007,07,Sat,6,7,40,3,10,October,4,Q4,1961
19611008,08,Sun,0,8,40,3,10,October,4,Q4,1961
19611009,09,Mon,1,9,41,3,10,October,4,Q4,1961
19611010,10,Tue,2,10,41,4,10,October,4,Q4,1961
19611011,11,Wed,3,11,41,4,10,October,4,Q4,1961
19611012,12,Thu,4,12,41,4,10,October,4,Q4,1961
19611013,13,Fri,5,13,41,5,10,October,4,Q4,1961
19611014,14,Sat,6,14,41,5,10,October,4,Q4,1961
19611015,15,Sun,0,15,41,5,10,October,4,Q4,1961
19611016,16,Mon,1,16,42,6,10,October,4,Q4,1961
19611017,17,Tue,2,17,42,6,10,October,4,Q4,1961
19611018,18,Wed,3,18,42,6,10,October,4,Q4,1961
19611019,19,Thu,4,19,42,7,10,October,4,Q4,1961
19611020,20,Fri,5,20,42,7,10,October,4,Q4,1961
19611021,21,Sat,6,21,42,7,10,October,4,Q4,1961
19611022,22,Sun,0,22,42,8,10,October,4,Q4,1961
19611023,23,Mon,1,23,43,8,10,October,4,Q4,1961
19611024,24,Tue,2,24,43,8,10,October,4,Q4,1961
19611025,25,Wed,3,25,43,9,10,October,4,Q4,1961
19611026,26,Thu,4,26,43,9,10,October,4,Q4,1961
19611027,27,Fri,5,27,43,9,10,October,4,Q4,1961
19611028,28,Sat,6,28,43,10,10,October,4,Q4,1961
19611029,29,Sun,0,29,43,10,10,October,4,Q4,1961
19611030,30,Mon,1,30,44,10,10,October,4,Q4,1961
19611031,31,Tue,2,31,44,11,10,October,4,Q4,1961
19611101,01,Wed,3,1,44,1,11,November,4,Q4,1961
19611102,02,Thu,4,2,44,1,11,November,4,Q4,1961
19611103,03,Fri,5,3,44,1,11,November,4,Q4,1961
19611104,04,Sat,6,4,44,2,11,November,4,Q4,1961
19611105,05,Sun,0,5,44,2,11,November,4,Q4,1961
19611106,06,Mon,1,6,45,2,11,November,4,Q4,1961
19611107,07,Tue,2,7,45,3,11,November,4,Q4,1961
19611108,08,Wed,3,8,45,3,11,November,4,Q4,1961
19611109,09,Thu,4,9,45,3,11,November,4,Q4,1961
19611110,10,Fri,5,10,45,4,11,November,4,Q4,1961
19611111,11,Sat,6,11,45,4,11,November,4,Q4,1961
19611112,12,Sun,0,12,45,4,11,November,4,Q4,1961
19611113,13,Mon,1,13,46,5,11,November,4,Q4,1961
19611114,14,Tue,2,14,46,5,11,November,4,Q4,1961
19611115,15,Wed,3,15,46,5,11,November,4,Q4,1961
19611116,16,Thu,4,16,46,6,11,November,4,Q4,1961
19611117,17,Fri,5,17,46,6,11,November,4,Q4,1961
19611118,18,Sat,6,18,46,6,11,November,4,Q4,1961
19611119,19,Sun,0,19,46,7,11,November,4,Q4,1961
19611120,20,Mon,1,20,47,7,11,November,4,Q4,1961
